,jobTitle,skill1,skill2,skill3,skill4,skill5,skill6,jobDescription,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,skills
993,Data Scientist,Object-oriented programming (POO),Machine learning,Time series,AutoML,Model drifting,Study of time series,"Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration 

Main tasks:
▪的 Achievement of the state of the art of AutoML's techniques
▪的 Cartography at the date of the various AutoML packages for use in products in production
▪的 Implementation of an opensource AutoML reproducible library evaluation test bench
▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production
▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200)
▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist
▪的 Writing a Medium Article","['Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration ', '', 'Main tasks:', ""▪的 Achievement of the state of the art of AutoML's techniques"", '▪的 Cartography at the date of the various AutoML packages for use in products in production', '▪的 Implementation of an opensource AutoML reproducible library evaluation test bench', '▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production', '▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200)', '▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist', '▪的 Writing a Medium Article']","Subject: AutoML Tool Benchmark: Usage Case, Performance Measurement and Integration ",,Main tasks:,▪的 Achievement of the state of the art of AutoML's techniques,▪的 Cartography at the date of the various AutoML packages for use in products in production,▪的 Implementation of an opensource AutoML reproducible library evaluation test bench,▪的 Evaluation of AutoML on a TotalEnergy Use Case: Real-time prediction of offshore & onshore oil platform production,▪的 Shell.ai hackathon participation: Sustainable and Affordable Energy (final ranking: top 20/1200),▪的 Implementation of an internal open-source library at the Total Digital Factory (DSAutoML): Centralization of 4 AutoML packages within a single tool allowing rapid benchmarking and prototyping of high-performance ML models for the Data Scientist,▪的 Writing a Medium Article,"['Object-oriented programming (POO)', 'Machine learning', 'Time series', 'AutoML', 'Model drifting', 'Study of time series']"
994,Developer Assistant,Python,Angular,Docker,Symfony,Next.js,PostgreSQL,Skills : Python · React.js,['Skills : Python · React.js'],Skills : Python · React.js,,,,,,,,,,"['Python', 'Angular', 'Docker', 'Symfony', 'Next.js', 'PostgreSQL']"
995,Process Development Engineer 1,Biomedical Engineering,Research,German language expert,Usability,Research and Development (R&D),Mechanical Engineering,unknown,['unknown'],unknown,,,,,,,,,,"['Biomedical Engineering', 'Research', 'German language expert', 'Usability', 'Research and Development (R&D)', 'Mechanical Engineering']"
996,Validation & Software Verification Engineer,Autonomy,Learning through experience,Self-learning,Selenium tests,C#,Adaptability,"Thales Digital Services

Software verification and validation of laboratory instruments.","['Thales Digital Services', '', 'Software verification and validation of laboratory instruments.']",Thales Digital Services,,Software verification and validation of laboratory instruments.,,,,,,,,"['Autonomy', 'Learning through experience', 'Self-learning', 'Selenium tests', 'C#', 'Adaptability']"
997,Back-end developer,English,PHP,SQL,Public Speaking,Customer Service,Java,Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL,['Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL'],Skills : Nova · Moneris · GitHub · Laravel · View.js · PHP · SQL,,,,,,,,,,"['English', 'PHP', 'SQL', 'Public Speaking', 'Customer Service', 'Java']"
998,Student,Angular,Enjoy Challenges,Communication,Problem Solving,Teamwork,JavaFX,unknown,['unknown'],unknown,,,,,,,,,,"['Angular', 'Enjoy Challenges', 'Communication', 'Problem Solving', 'Teamwork', 'JavaFX']"
999,Trainee,Project management,DBeaver,Teamwork,Scrum,Docker Desktop,PostgreSQL,"Development of authentication and dashboard to monitor and plan work orders.
Technologies used: Angular and SpringBoot.","['Development of authentication and dashboard to monitor and plan work orders.', 'Technologies used: Angular and SpringBoot.']",Development of authentication and dashboard to monitor and plan work orders.,Technologies used: Angular and SpringBoot.,,,,,,,,,"['Project management', 'DBeaver', 'Teamwork', 'Scrum', 'Docker Desktop', 'PostgreSQL']"
1000,Product Manager,Cross-functional Team Leadership,Product Lifecycle Management,Agile product owner,Strategic Roadmaps,Jira,Digital Marketing,"Development and own the vision and roadmap of the platform and management aspects
of our core product solutions.

Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.

Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.

Raising government funding to create technological innovations

Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada'","['Development and own the vision and roadmap of the platform and management aspects', 'of our core product solutions.', '', 'Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.', '', 'Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.', '', 'Raising government funding to create technological innovations', '', ""Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada'""]",Development and own the vision and roadmap of the platform and management aspects,of our core product solutions.,,Support lengther-term visions and plans for new products development (included Product Owner Agile responsibilities). Support launch of new products & features into new markets & segments.,,"Priority in agile mode, in order to deliver constant added value to the customer while optimizing engineering resources.",,Raising government funding to create technological innovations,,Member of the CyberEco team 'Your multi-sectoral reference in cybersecurity in Quebec and Canada',"['Cross-functional Team Leadership', 'Product Lifecycle Management', 'Agile product owner', 'Strategic Roadmaps', 'Jira', 'Digital Marketing']"
1001,Software Engineer,React,View.js,Java,React.js,Angular,Spring Boot,Competencies : Java · React.js,['Competencies : Java · React.js'],Competencies : Java · React.js,,,,,,,,,,"['React', 'View.js', 'Java', 'React.js', 'Angular', 'Spring Boot']"
1002,Business Intelligence Team Lead,"Extract, Transform, Load (ETL)",Decision-making informatics,Data Warehouse,ITIL,Management services IT,HP Asset Manager,unknown,['unknown'],unknown,,,,,,,,,,"['Extract, Transform, Load (ETL)', 'Decision-making informatics', 'Data Warehouse', 'ITIL', 'Management services IT', 'HP Asset Manager']"
1003,Talent Acquisition Specialist,Team spirit,Recruitment,Human resources management,Labour law,English,Law,"INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.

Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).

If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.

I'm interested in your profile so let's meet","['INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.', '', 'Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).', '', 'If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.', '', ""I'm interested in your profile so let's meet""]","INGENIANCE specializes in consulting and engineering in market finance, banking and insurance. Our consultants are involved in missions related to information systems and market finance within the major banking, financial and insurer groups in the Place de Paris.",,"Since 2012, INGENIANCE has grown between 25 and 40% per year. In 2022, we plan to recruit 160 staff (consultants and staff at headquarters).",,"If you are a computer engineer (data engineer, data scientist, developer C++, Java, C#, Python, Scala...), functional consultant (market finance, banking or insurance), project manager, PMO, Risk manager, Quant, Commando or professional of business functions or recruitment, internship or CDI.",,I'm interested in your profile so let's meet,,,,"['Team spirit', 'Recruitment', 'Human resources management', 'Labour law', 'English', 'Law']"
1004,Trainee,unknown,unknown,unknown,unknown,unknown,unknown,"Internship in mobile development
Subject: Development of an application for log management  
Technologies : React Native / MongoDB","['Internship in mobile development', 'Subject: Development of an application for log management  ', 'Technologies : React Native / MongoDB']",Internship in mobile development,Subject: Development of an application for log management  ,Technologies : React Native / MongoDB,,,,,,,,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']"
1005,Team Lead,Programming,Leadership,Express.js,Node.js,Problem Solving,Python (Programming Language),unknown,['unknown'],unknown,,,,,,,,,,"['Programming', 'Leadership', 'Express.js', 'Node.js', 'Problem Solving', 'Python (Programming Language)']"
1006,Software Engineer ( Spring boot),Java,Spring Framework,Angular,Spring Boot,Service-Oriented Architecture (SOA),Microservices,unknown,['unknown'],unknown,,,,,,,,,,"['Java', 'Spring Framework', 'Angular', 'Spring Boot', 'Service-Oriented Architecture (SOA)', 'Microservices']"
1007,Research Engineer (PhD Candidate),Microsoft Excel,SolidWorks,AutoCAD,5S,Microsoft PowerPoint,Microsoft Office,unknown,['unknown'],unknown,,,,,,,,,,"['Microsoft Excel', 'SolidWorks', 'AutoCAD', '5S', 'Microsoft PowerPoint', 'Microsoft Office']"
1008,Director Africa,GPS,Surveying,Geomatics,Business Strategy,International Sales,Sale of solutions,unknown,['unknown'],unknown,,,,,,,,,,"['GPS', 'Surveying', 'Geomatics', 'Business Strategy', 'International Sales', 'Sale of solutions']"
1009,unknown,Web development,Full-stack development,Front-end development,CentOS,Ubuntu,Linux,unknown,['unknown'],unknown,,,,,,,,,,"['Web development', 'Full-stack development', 'Front-end development', 'CentOS', 'Ubuntu', 'Linux']"
1010,Managing Director,Start-ups,Web Development,SEO,Agile Methodologies,Strategy,Social Media,unknown,['unknown'],unknown,,,,,,,,,,"['Start-ups', 'Web Development', 'SEO', 'Agile Methodologies', 'Strategy', 'Social Media']"
1011,Computer consultant,Project deployment,DevOps,React.js,Node.js,Microservices,Git,unknown,['unknown'],unknown,,,,,,,,,,"['Project deployment', 'DevOps', 'React.js', 'Node.js', 'Microservices', 'Git']"
